Date,Open,High,Low,Close,Adj Close,Volume
2019-03-06,11.790476,11.790476,11.466666,11.504761,9.872778,17239110
2019-03-07,11.504761,11.800000,11.438095,11.704761,10.044410,34529880
2019-03-08,11.676190,11.990476,11.600000,11.914285,10.224213,18388440
2019-03-11,12.000000,12.276190,11.961904,12.247619,10.510262,17937360
2019-03-12,12.266666,12.285714,12.142857,12.285714,10.542953,19692225
2019-03-13,12.238095,12.419047,12.114285,12.361904,10.608335,24394650
2019-03-14,12.333333,12.361904,12.066666,12.161904,10.436708,19686135
2019-03-15,12.152380,12.266666,12.142857,12.190476,10.461224,23148510
2019-03-18,12.228571,12.304761,12.161904,12.276190,10.534779,12406800
2019-03-19,12.266666,12.276190,12.057142,12.085714,10.371324,20415780
2019-03-20,12.085714,12.114285,11.866666,11.876190,10.191520,19720890
2019-03-21,11.904761,11.933333,11.514285,11.695238,10.036237,28115850
2019-03-22,11.523809,11.533333,11.238095,11.361904,9.750184,31326120
2019-03-25,11.352380,11.495238,11.238095,11.390476,9.774706,28046655
2019-03-26,11.504761,11.542857,11.342857,11.457142,9.831914,30838185
2019-03-27,11.323809,11.323809,10.885714,10.885714,9.341545,41621055
2019-03-28,10.885714,11.485714,10.819047,11.476190,9.848259,29286285
2019-03-29,11.561904,11.590476,11.323809,11.409523,9.791047,31205475
2019-04-01,11.523809,11.571428,11.333333,11.409523,9.791047,17563035
2019-04-02,11.457142,11.485714,11.266666,11.304761,9.701149,15839670
2019-04-03,11.428571,11.485714,11.104761,11.190476,9.603078,15399615
2019-04-04,11.247619,11.457142,11.171428,11.238095,9.643938,27488265
2019-04-05,11.333333,11.533333,11.238095,11.495238,9.864608,21463365
2019-04-08,11.523809,11.533333,11.380952,11.485714,9.856431,12813675
2019-04-09,11.428571,11.428571,11.238095,11.314285,9.709320,17338965
2019-04-10,11.361904,11.380952,11.247619,11.257142,9.660284,23059365
2019-04-11,11.247619,11.257142,11.000000,11.114285,9.537691,13401885
2019-04-12,11.000000,11.304761,10.895238,11.000000,9.439618,19636050
2019-04-15,11.104761,11.161904,10.857142,10.980952,9.423271,15352155
2019-04-16,10.980952,11.133333,10.933333,11.076190,9.505001,11781840
2019-04-17,11.095238,11.171428,10.771428,10.923809,9.374236,32717685
2019-04-18,10.961904,11.142857,10.819047,11.038095,9.472310,20073060
2019-04-22,10.990476,11.057142,10.838095,11.000000,9.439618,12668145
2019-04-23,11.047619,11.295238,11.038095,11.285714,9.684806,15469965
2019-04-24,11.285714,11.352380,11.076190,11.285714,9.684806,24595620
2019-04-25,11.180952,11.466666,11.047619,11.466666,9.840088,24908625
2019-04-26,11.438095,11.523809,11.361904,11.447619,9.823744,15796515
2019-04-29,11.485714,11.514285,11.238095,11.238095,9.643938,18716775
2019-04-30,11.266666,11.400000,11.190476,11.342857,9.733843,14344260
2019-05-02,11.295238,11.428571,11.247619,11.380952,9.766533,12903975
2019-05-03,11.438095,11.476190,11.209523,11.209523,9.619424,14707350
2019-05-06,11.095238,11.142857,10.895238,10.895238,9.349718,22900920
2019-05-07,10.895238,10.895238,10.647619,10.895238,9.349718,28417515
2019-05-08,10.942857,11.180952,10.933333,10.990476,9.431443,13837950
2019-05-09,10.942857,10.980952,10.800000,10.942857,9.390583,13937595
2019-05-10,10.942857,10.990476,10.771428,10.904761,9.357890,18389490
2019-05-13,10.714285,10.809523,10.657142,10.714285,9.194434,39787020
2019-05-14,10.780952,10.838095,10.666666,10.733333,9.210780,21672630
2019-05-15,10.628571,10.742857,10.514285,10.714285,9.194434,45055395
2019-05-16,10.628571,10.685714,10.504761,10.552380,9.055496,21698775
2019-05-17,10.552380,10.780952,10.495238,10.552380,9.055496,26248005
2019-05-20,10.609523,10.933333,10.571428,10.895238,9.349718,25185300
2019-05-21,10.942857,11.228571,10.895238,11.228571,9.635767,25760700
2019-05-22,11.238095,11.304761,11.104761,11.161904,9.578560,17203200
2019-05-23,11.095238,11.190476,11.019047,11.123809,9.545865,17244675
2019-05-24,11.190476,11.238095,10.961904,11.000000,9.439618,12954480
2019-05-27,11.085714,11.190476,11.019047,11.028571,9.464135,11923905
2019-05-28,11.066666,11.333333,11.047619,11.304761,9.701149,36154125
2019-05-29,11.276190,11.695238,11.247619,11.580952,9.938161,40520025
2019-05-30,11.561904,11.809523,11.561904,11.742857,10.077101,18603270
2019-05-31,11.723809,11.857142,11.657142,11.800000,10.126136,18708060
2019-06-03,11.828571,11.904761,11.742857,11.828571,10.167068,18560220
2019-06-04,11.838095,11.923809,11.780952,11.857142,10.191627,24694950
2019-06-05,11.895238,11.904761,11.571428,11.571428,9.946042,18411750
2019-06-06,11.695238,11.752380,11.561904,11.704761,10.060650,12619215
2019-06-07,11.742857,11.885714,11.704761,11.809523,10.150694,12803070
2019-06-10,11.809523,11.819047,11.457142,11.628571,9.995159,25401705
2019-06-11,11.666666,11.714285,11.533333,11.657142,10.019716,26624115
2019-06-12,11.647619,11.733333,11.495238,11.600000,9.970604,21098595
2019-06-13,11.600000,11.638095,11.400000,11.447619,9.839627,31645845
2019-06-14,11.428571,11.457142,11.266666,11.409523,9.806878,20814675
2019-06-17,11.409523,11.476190,11.342857,11.400000,9.798696,11902380
2019-06-18,11.504761,11.619047,11.466666,11.619047,9.986974,29047515
2019-06-19,11.600000,11.790476,11.495238,11.790476,10.134323,23324490
2019-06-21,11.809523,12.009523,11.800000,12.000000,10.314419,26894280
2019-06-24,12.019047,12.114285,11.961904,12.047619,10.355345,24892245
2019-06-25,12.019047,12.123809,11.885714,11.980952,10.298045,51435195
2019-06-26,12.028571,12.380952,12.028571,12.361904,10.625486,95981970
2019-06-27,12.238095,12.447619,12.142857,12.323809,10.592741,28561575
2019-06-28,12.438095,12.438095,12.266666,12.276190,10.551812,18881520
2019-07-01,12.380952,12.428571,12.219047,12.304761,10.576371,10478475
2019-07-02,12.314285,12.380952,12.152380,12.171428,10.461766,14801640
2019-07-03,12.142857,12.400000,12.123809,12.352380,10.617298,14860335
2019-07-04,12.438095,12.666666,12.419047,12.523809,10.764651,17378550
2019-07-05,12.523809,12.647619,12.447619,12.638095,10.862884,10276140
2019-07-08,12.619047,12.685714,12.542857,12.647619,10.871069,9317490
2019-07-10,12.761904,12.809523,12.638095,12.704761,10.920183,24023370
2019-07-11,12.619047,12.647619,12.504761,12.571428,10.805576,15667890
2019-07-12,12.609523,12.638095,12.380952,12.380952,10.641861,32981130
2019-07-15,12.428571,12.476190,12.247619,12.333333,10.600927,19874400
2019-07-16,12.333333,12.380952,12.209523,12.276190,10.551812,14971530
2019-07-17,12.295238,12.419047,12.257142,12.314285,10.584558,13120170
2019-07-18,12.352380,12.580952,12.276190,12.580952,10.813763,14656635
2019-07-19,12.552380,12.552380,12.380952,12.428571,10.682789,13025460
2019-07-22,12.466666,12.666666,12.438095,12.619047,10.846507,16473240
2019-07-23,12.647619,12.780952,12.533333,12.685714,10.903811,14848575
2019-07-24,12.704761,12.847619,12.638095,12.666666,10.887441,17065860
2019-07-25,12.685714,12.752380,12.228571,12.285714,10.559999,23859990
2019-07-26,12.342857,12.523809,12.266666,12.390476,10.650044,19566435
2019-07-29,12.380952,12.523809,12.266666,12.371428,10.633674,14076300
2019-07-30,12.371428,12.371428,12.066666,12.171428,10.461766,17413935
2019-07-31,12.200000,12.209523,11.838095,11.876190,10.207998,28120260
2019-08-01,11.961904,12.228571,11.866666,11.952380,10.273484,29839425
2019-08-02,12.000000,12.009523,11.733333,11.866666,10.199811,22429995
2019-08-05,11.676190,11.752380,11.580952,11.676190,10.036092,20479305
2019-08-06,11.761904,12.085714,11.761904,12.057142,10.363532,25965135
2019-08-07,11.923809,12.371428,11.828571,12.371428,10.633674,31977435
2019-08-08,12.409523,12.533333,12.342857,12.495238,10.740089,38412360
2019-08-09,12.495238,12.533333,12.314285,12.438095,10.690975,21120540
2019-08-12,12.257142,12.257142,11.990476,12.000000,10.314419,22429575
2019-08-13,12.133333,12.371428,12.019047,12.304761,10.576371,23829645
2019-08-14,12.190476,12.209523,12.066666,12.142857,10.437209,31710000
2019-08-15,12.238095,12.276190,12.047619,12.190476,10.478137,37406880
2019-08-16,11.971428,12.038095,11.790476,11.914285,10.520603,19167750
2019-08-19,12.009523,12.028571,11.628571,11.704761,10.335593,19942650
2019-08-20,11.695238,11.780952,11.476190,11.523809,10.175808,16714215
2019-08-21,11.657142,11.780952,11.580952,11.666666,10.301955,26111295
2019-08-22,11.695238,11.771428,11.457142,11.476190,10.133756,13999020
2019-08-23,11.400000,11.590476,11.228571,11.314285,9.990792,21253050
2019-08-26,11.457142,11.485714,11.114285,11.266666,9.948741,27443535
2019-08-27,11.314285,11.533333,11.247619,11.447619,10.108530,45263715
2019-08-28,11.333333,11.619047,11.276190,11.619047,10.259905,13704180
2019-08-29,11.647619,11.752380,11.428571,11.676190,10.310363,27365730
2019-08-30,11.780952,11.800000,11.590476,11.704761,10.335593,23897790
2019-09-02,11.685714,11.733333,11.533333,11.561904,10.226087,11314800
2019-09-03,11.552380,11.657142,11.333333,11.380952,10.066041,17733870
2019-09-04,11.542857,11.561904,11.390476,11.561904,10.226087,17345895
2019-09-05,11.628571,12.038095,11.600000,11.980952,10.596720,31261965
2019-09-06,12.009523,12.342857,12.009523,12.333333,10.908390,27058815
2019-09-09,12.333333,12.571428,12.323809,12.485714,11.043161,26298405
2019-09-10,12.485714,12.552380,12.285714,12.361904,10.933660,19687185
2019-09-11,12.409523,12.428571,12.266666,12.323809,10.899962,13737150
2019-09-12,12.380952,12.561904,12.371428,12.485714,11.043161,41689095
2019-09-13,12.504761,12.733333,12.457142,12.533333,11.085283,28141995
2019-09-16,12.514285,12.514285,12.314285,12.495238,11.051587,33471270
2019-09-17,12.419047,12.561904,12.361904,12.552380,11.102126,17374455
2019-09-18,12.580952,12.609523,12.400000,12.571428,11.118974,14146545
2019-09-19,12.619047,12.723809,12.400000,12.457142,11.017895,22364475
2019-09-20,12.561904,12.609523,12.400000,12.609523,11.152669,33777240
2019-09-23,12.533333,12.571428,12.400000,12.476190,11.034744,12330675
2019-09-24,12.523809,12.533333,12.352380,12.438095,11.001048,14143185
2019-09-25,12.380952,12.542857,12.333333,12.514285,11.068434,15464085
2019-09-26,12.514285,12.780952,12.457142,12.780952,11.304292,18292575
2019-09-27,12.742857,12.800000,12.628571,12.752380,11.279022,10385340
2019-09-30,12.752380,12.800000,12.552380,12.552380,11.102126,17836245
2019-10-01,12.571428,12.580952,12.333333,12.333333,10.908390,21855120
2019-10-02,12.238095,12.238095,12.009523,12.047619,10.655684,22010835
2019-10-03,12.076190,12.104761,11.838095,11.904761,10.529331,21412440
2019-10-04,11.952380,11.952380,11.742857,11.914285,10.537752,21642915
2019-10-07,11.914285,11.990476,11.600000,11.600000,10.259783,23027550
2019-10-08,11.676190,11.790476,11.533333,11.561904,10.226087,19712910
2019-10-09,11.666666,11.809523,11.580952,11.742857,10.386133,13089195
2019-10-10,11.733333,11.876190,11.704761,11.838095,10.470369,10405710
2019-10-11,11.895238,12.161904,11.876190,12.095238,10.697803,20975115
2019-10-14,12.085714,12.295238,12.038095,12.295238,10.874695,13632570
2019-10-15,12.285714,12.419047,12.228571,12.314285,10.891542,20466495
2019-10-16,12.285714,12.561904,12.123809,12.542857,11.093706,19226340
2019-10-17,12.504761,12.628571,12.438095,12.523809,11.076859,15828120
2019-10-18,12.476190,12.523809,12.400000,12.447619,11.009471,12554010
2019-10-21,12.447619,12.628571,12.390476,12.628571,11.169517,12192705
2019-10-22,12.628571,12.914285,12.609523,12.914285,11.422217,24498180
2019-10-23,12.895238,13.076190,12.809523,13.009523,11.506454,22922865
2019-10-24,13.000000,13.085714,12.914285,13.000000,11.498031,15917160
2019-10-25,13.019047,13.190476,13.019047,13.133333,11.615959,12301800
2019-10-28,13.076190,13.295238,13.057142,13.247619,11.717041,9837240
2019-10-29,13.209523,13.238095,13.114285,13.123809,11.607540,14942970
2019-10-30,13.095238,13.323809,12.942857,13.285714,11.750736,17999835
2019-10-31,13.209523,13.209523,12.961904,13.057142,11.548568,24238725
2019-11-01,13.095238,13.190476,12.933333,13.104761,11.590691,14790720
2019-11-04,13.142857,13.266666,13.076190,13.238095,11.708617,12753090
2019-11-05,13.495238,13.571428,13.342857,13.400000,11.851816,21701190
2019-11-06,13.400000,13.571428,13.257142,13.295238,11.759157,19885110
2019-11-07,13.352380,13.409523,13.180952,13.276190,11.742311,22965390
2019-11-08,13.238095,13.276190,13.000000,13.104761,11.590691,17836980
2019-11-11,13.095238,13.228571,13.019047,13.228571,11.700194,16361100
2019-11-12,13.123809,13.123809,12.857142,13.076190,11.565417,16433655
2019-11-13,13.019047,13.047619,12.752380,12.857142,11.371677,23283120
2019-11-14,12.866666,13.009523,12.780952,12.980952,11.481185,12976110
2019-11-18,13.076190,13.161904,12.952380,12.952380,11.455914,15100575
2019-11-19,12.971428,13.019047,12.714285,12.780952,11.304292,18287010
2019-11-21,12.761904,12.895238,12.742857,12.866666,11.380103,17802120
2019-11-22,12.866666,13.057142,12.838095,13.057142,11.548568,15813735
2019-11-25,13.066666,13.085714,12.742857,12.742857,11.270597,22080345
2019-11-26,12.742857,12.752380,12.380952,12.438095,11.001048,39549405
2019-11-27,12.485714,12.676190,12.390476,12.590476,11.135819,15820140
2019-11-28,12.523809,12.647619,12.428571,12.619047,11.161091,12414675
2019-11-29,12.638095,12.704761,12.514285,12.638095,11.177938,15889335
2019-12-02,12.676190,12.780952,12.657142,12.723809,11.270736,14032620
2019-12-03,12.771428,12.809523,12.628571,12.695238,11.245430,15411165
2019-12-04,12.714285,13.000000,12.695238,13.000000,11.515387,16882845
2019-12-05,13.009523,13.142857,12.933333,12.942857,11.464769,14588175
2019-12-06,12.990476,13.047619,12.800000,12.819047,11.355098,18269160
2019-12-09,12.876190,13.095238,12.838095,13.028571,11.540693,16420425
2019-12-10,13.028571,13.142857,12.895238,13.009523,11.523821,17518725
2019-12-11,13.123809,13.142857,12.923809,12.971428,11.490079,21706440
2019-12-12,13.038095,13.123809,12.952380,12.952380,11.473205,24309915
2019-12-13,13.028571,13.047619,12.847619,13.047619,11.562626,22621935
2019-12-16,13.085714,13.228571,12.923809,12.923809,11.452909,22269030
2019-12-17,13.028571,13.171428,12.980952,13.171428,11.672342,17903970
2019-12-18,13.152380,13.304761,13.076190,13.304761,11.790501,40338060
2019-12-19,13.238095,13.314285,13.142857,13.314285,11.798941,23864925
2019-12-20,13.314285,13.314285,13.180952,13.190476,11.689224,24832395
2019-12-23,13.228571,13.285714,13.180952,13.285714,11.773623,10884930
2019-12-26,13.266666,13.514285,13.247619,13.514285,11.976179,10639860
2019-12-27,13.523809,13.580952,13.323809,13.457142,11.925538,10253880
2019-12-30,13.457142,13.561904,13.342857,13.419047,11.891779,13053285
2020-01-02,13.466666,13.695238,13.400000,13.666666,12.111219,19199040
2020-01-03,13.523809,13.676190,13.447619,13.466666,11.933981,22913100
2020-01-06,13.447619,13.533333,13.342857,13.438095,11.908660,21286440
2020-01-07,13.447619,13.466666,13.161904,13.257142,11.748303,21072555
2020-01-08,13.285714,13.380952,13.028571,13.057142,11.571064,20354565
2020-01-09,13.085714,13.123809,12.780952,12.800000,11.343190,27354075
2020-01-10,12.857142,13.009523,12.647619,12.714285,11.267229,26320140
2020-01-13,12.828571,12.942857,12.752380,12.885714,11.419146,24190320
2020-01-14,12.876190,13.028571,12.733333,13.028571,11.545743,18209415
2020-01-15,12.980952,12.980952,12.742857,12.819047,11.360067,18428235
2020-01-16,12.857142,12.904761,12.742857,12.847619,11.385388,14535150
2020-01-17,12.857142,13.000000,12.857142,12.952380,11.478229,11347455
2020-01-20,12.942857,12.980952,12.666666,12.771428,11.317869,15820140
2020-01-21,12.723809,12.761904,12.476190,12.476190,11.056237,16834020
2020-01-22,12.580952,12.695238,12.533333,12.657142,11.216589,17540985
2020-01-23,12.580952,12.942857,12.533333,12.904761,11.436028,24491040
2020-01-24,12.952380,12.952380,12.676190,12.714285,11.267229,11518395
2020-01-27,12.571428,12.619047,12.342857,12.438095,11.022476,17049375
2020-01-28,12.523809,12.590476,12.457142,12.485714,11.064672,14683830
2020-01-29,12.552380,12.552380,12.333333,12.352380,10.946516,19549320
2020-01-30,12.276190,12.457142,12.171428,12.457142,11.039354,19917975
2020-01-31,12.304761,12.361904,12.114285,12.247619,10.853677,24818010
2020-02-03,12.266666,12.361904,12.200000,12.238095,10.845237,14611275
2020-02-04,12.390476,12.428571,12.247619,12.266666,10.870557,13722450
2020-02-05,12.428571,12.561904,12.304761,12.333333,10.929636,26663280
2020-02-06,12.466666,12.466666,12.180952,12.209523,10.819918,16363200
2020-02-07,12.190476,12.342857,12.133333,12.180952,10.794597,20679645
2020-02-10,12.238095,12.533333,12.142857,12.428571,11.014032,22284150
2020-02-11,12.590476,12.752380,12.466666,12.647619,11.208152,30767625
2020-02-12,12.685714,12.866666,12.619047,12.733333,11.284110,30980040
2020-02-13,12.638095,12.723809,12.504761,12.542857,11.115315,14683725
2020-02-14,12.523809,12.542857,12.380952,12.380952,10.971835,14032620
2020-02-17,12.476190,12.542857,12.380952,12.380952,10.971835,10794315
2020-02-18,12.390476,12.561904,12.266666,12.561904,11.132191,82508895
2020-02-19,12.561904,12.828571,12.523809,12.704761,11.258791,43219470
2020-02-20,12.742857,12.790476,12.542857,12.619047,11.182830,26467665
2020-02-21,12.114285,12.200000,11.971428,12.200000,10.999087,18953025
2020-02-26,11.676190,11.790476,11.428571,11.495238,10.363695,43979985
2020-02-27,11.409523,11.609523,11.304761,11.304761,10.191968,45306030
2020-02-28,11.295238,11.466666,11.142857,11.438095,10.312179,50231790
2020-03-02,11.485714,11.733333,11.409523,11.723809,10.587399,25306995
2020-03-03,11.657142,11.800000,11.361904,11.552380,10.432585,33576585
2020-03-04,11.695238,11.704761,11.447619,11.619047,10.492791,18298665
2020-03-05,11.590476,11.619047,11.123809,11.266666,10.174568,26685750
2020-03-06,11.000000,11.180952,10.876190,11.009523,9.942351,36196755
2020-03-09,10.428571,10.476190,10.209523,10.314285,9.314502,47926935
2020-03-10,10.790476,11.019047,10.266666,10.533333,9.512318,49891170
2020-03-11,10.371428,10.476190,9.400000,9.904761,8.944674,47810280
2020-03-12,8.809523,9.380952,8.638095,8.828571,7.972803,54762750
2020-03-13,10.000000,10.057142,8.828571,9.714285,8.772663,61040805
2020-03-16,8.714285,9.323809,8.666666,8.666666,7.826591,54512745
2020-03-17,8.914285,9.438095,8.638095,9.085714,8.205019,62794725
2020-03-18,8.523809,8.857142,8.152380,8.638095,7.800789,59992905
2020-03-19,8.380952,8.657142,7.914285,8.342857,7.534171,65431590
2020-03-20,8.647619,8.723809,7.885714,7.914285,7.147139,57160005
2020-03-23,8.000000,8.047619,7.085714,7.171428,6.476288,53456340
2020-03-24,7.676190,8.009523,7.561904,7.685714,6.940724,46349835
2020-03-25,7.676190,8.504761,7.628571,8.200000,7.405159,52080420
2020-03-26,8.247619,8.676190,8.247619,8.552380,7.723382,43984185
2020-03-27,8.200000,8.419047,8.095238,8.095238,7.310550,35661045
2020-03-30,8.161904,8.447619,8.066666,8.400000,7.585772,34164375
2020-03-31,8.390476,8.561904,8.200000,8.352380,7.542768,49306845
2020-04-01,8.095238,8.095238,7.857142,7.866666,7.104136,36270780
2020-04-02,7.885714,8.152380,7.828571,7.971428,7.198742,23436945
2020-04-03,7.904761,7.904761,7.533333,7.723809,6.975126,30652440
2020-04-06,8.114285,8.409523,8.095238,8.295238,7.491165,28684845
2020-04-07,8.657142,8.876190,8.542857,8.542857,7.714782,45027885
2020-04-08,8.600000,9.009523,8.514285,8.876190,8.015804,31969245
2020-04-09,9.000000,9.142857,8.780952,8.800000,7.946998,24567060
2020-04-13,8.771428,9.038095,8.628571,9.038095,8.162016,18304440
2020-04-14,9.190476,9.409523,9.095238,9.142857,8.256623,22149645
2020-04-15,8.971428,9.133333,8.857142,8.857142,7.998602,26667480
2020-04-16,8.961904,9.047619,8.571428,8.590476,7.757785,33290250
2020-04-17,8.809523,8.847619,8.533333,8.704761,7.860992,25566660
2020-04-20,8.533333,8.666666,8.476190,8.542857,7.714782,21682500
2020-04-22,8.571428,8.714285,8.447619,8.533333,7.706180,29119230
2020-04-23,8.609523,8.657142,8.333333,8.419047,7.602974,34121430
2020-04-24,8.304761,8.314285,7.771428,8.000000,7.224545,62240955
2020-04-27,8.276190,8.504761,8.123809,8.257142,7.456762,29713320
2020-04-28,8.666666,8.904761,8.619047,8.838095,7.981400,36519000
2020-04-29,9.009523,9.076190,8.685714,8.819047,7.964201,31991085
2020-04-30,8.514285,8.695238,8.419047,8.571428,7.740584,32484060
2020-05-04,8.285714,8.323809,8.219047,8.285714,7.482565,25410525
2020-05-05,8.380952,8.647619,8.314285,8.485714,7.663178,41392470
2020-05-06,8.485714,8.514285,8.238095,8.285714,7.482565,26962005
2020-05-07,8.380952,8.409523,7.847619,7.895238,7.129938,58107945
2020-05-08,8.085714,8.304761,8.038095,8.085714,7.301952,35492310
2020-05-11,8.076190,8.285714,8.019047,8.019047,7.241746,28608090
2020-05-12,8.009523,8.085714,7.771428,7.790476,7.035330,39008970
2020-05-13,7.866666,7.904761,7.590476,7.828571,7.069733,46948335
2020-05-14,7.714285,8.142857,7.466666,8.114285,7.327754,61268970
2020-05-15,8.047619,8.133333,7.752380,7.752380,7.000927,32180505
2020-05-18,8.028571,8.171428,7.866666,8.133333,7.344954,43394295
2020-05-19,8.095238,8.114285,7.809523,7.847619,7.086936,39249315
2020-05-20,7.866666,7.952380,7.809523,7.857142,7.095536,26136600
2020-05-21,7.885714,8.304761,7.885714,8.276190,7.473965,42840735
2020-05-22,8.190476,8.590476,8.104761,8.438095,7.620174,46428480
2020-05-25,8.742857,8.809523,8.619047,8.800000,7.946998,22947120
2020-05-26,8.857142,8.980952,8.409523,8.495238,7.671779,50069880
2020-05-27,8.657142,8.714285,8.552380,8.676190,7.835193,27917820
2020-05-28,8.638095,8.771428,8.571428,8.571428,7.740584,21776055
2020-05-29,8.533333,8.542857,8.361904,8.438095,7.620174,58518495
2020-06-01,8.419047,8.714285,8.342857,8.638095,7.818439,40942650
2020-06-02,8.742857,9.123809,8.714285,9.085714,8.223583,38086965
2020-06-03,9.400000,9.514285,9.314285,9.342857,8.456327,50914290
2020-06-04,9.276190,9.552380,9.171428,9.447619,8.551148,45317895
2020-06-05,9.800000,10.085714,9.523809,9.561904,8.654588,50538600
2020-06-08,9.685714,9.952380,9.676190,9.904761,8.964912,29828505
2020-06-09,9.695238,10.019047,9.590476,9.866666,8.930434,33673080
2020-06-10,10.000000,10.000000,9.533333,9.552380,8.645967,42227325
2020-06-12,9.238095,9.400000,9.095238,9.323809,8.439087,49798035
2020-06-15,9.009523,9.266666,8.961904,9.104761,8.240824,31645110
2020-06-16,9.419047,9.447619,9.190476,9.295238,8.413225,23476005
2020-06-17,9.342857,9.580952,9.295238,9.457142,8.559767,28471695
2020-06-18,9.419047,9.857142,9.390476,9.761904,8.835611,31907085
2020-06-19,9.933333,9.971428,9.723809,9.914285,8.973533,43061865
2020-06-22,9.876190,9.904761,9.561904,9.666666,8.749411,35347935
2020-06-23,9.790476,9.838095,9.466666,9.580952,8.671827,30933000
2020-06-24,9.552380,9.571428,9.266666,9.304761,8.421844,32969580
2020-06-25,9.361904,9.523809,9.247619,9.485714,8.585628,28050225
2020-06-26,9.361904,9.438095,9.133333,9.200000,8.327024,43509060
2020-06-29,9.276190,9.428571,9.200000,9.419047,8.525286,46843335
2020-06-30,9.333333,9.380952,9.123809,9.133333,8.266681,40874820
2020-07-01,9.209523,9.400000,9.180952,9.323809,8.439087,26908035
2020-07-02,9.466666,9.704761,9.438095,9.476190,8.577008,31520895
2020-07-03,9.476190,9.561904,9.371428,9.495238,8.594246,11110785
2020-07-06,9.695238,9.895238,9.628571,9.866666,8.930434,27136830
2020-07-07,9.790476,9.819047,9.495238,9.514285,8.611486,45575145
2020-07-08,9.600000,9.733333,9.561904,9.685714,8.766649,23140530
2020-07-09,9.704761,9.752380,9.590476,9.714285,8.792510,24283245
2020-07-10,9.666666,9.771428,9.590476,9.742857,8.818371,16873815
2020-07-13,9.761904,9.828571,9.561904,9.561904,8.654588,21912450
2020-07-14,9.571428,9.695238,9.476190,9.676190,8.758031,20086395
2020-07-15,9.761904,9.857142,9.695238,9.780952,8.852850,21339255
2020-07-16,9.714285,9.761904,9.647619,9.666666,8.749411,14174055
2020-07-17,9.704761,9.838095,9.676190,9.780952,8.852850,21929565
2020-07-20,9.809523,9.980952,9.733333,9.923809,8.982152,30351195
2020-07-21,10.000000,10.123809,9.971428,10.019047,9.068354,28138005
2020-07-22,10.066666,10.228571,9.923809,10.019047,9.068354,71189265
